Recipe,Ingredients,Directions
Recipe 947,"Onion, Tomatoes, Green chillies, Garlic, Fresh coriander, Water, Cinnamon stick, Cloves, Black peppercorns, Black cardamom, Green cardamom, Cumin seeds, Ginger paste, Turmeric powder, Red chilli powder, Coriander powder, Salt, Yogurt, Water, Fresh coriander, Green chilli, Fresh coriander","
Fire roast or char whole onion,tomatoes,green chillies and garlic over high flame until skin is burnt and remove roasted black or charred skin.
In chopper,add onions,tomatoes,garlic cloves,green chillies,fresh coriander,water and chop well & set aside.
In pot,add cooking oil,cinnamon sticks,cloves,black peppercorns,black cardamom,green cardamom, cumin seeds and mix.
Add beef mix boti and mix well until change color.
Add ginger paste and mix well.
Add turmeric powder,red chilli powder,coriander powder and salt,mix well and cook for 2-3 minutes.
Add yogurt and mix well.
Add water,mix well and bring it to boil,cover and cook on medium low flame for 1 hour or until tender.
Now add chopped onion & tomato mixture,mix well and bring it to boil,cover and cook on low flame for 10-15 minutes or until oil separates.
Add garam masala powder,fresh coriander,green chillies,cover and simmer on low flame for 1-2 minute.
Garnish with fresh coriander & serve!
 














"
Recipe 948,"Coriander seeds, Red chilli powder, Turmeric powder, Salt, Cumin seeds, Ginger garlic paste, Onion, Potato, Tomato, Fresh coriander, Green chillies, Bay leaves, Cinnamon stick, Black cardamom, Green cardamom, Cloves, Black peppercorns, Water","
In bowl,add chicken,coriander seeds,red chilli powder,turmeric powder,salt,cumin seeds,ginger garlic paste,mix well and marinate for 30 minutes.
Add onion,potato,tomato,fresh coriander,green chillies,lemon juice,bay leaves,cinnamon stick,black cardamom,green cardamom,cloves,black peppercorns,dried red chillies,garam masala powder and mix well.
In clay pot,add marinated chicken,water,apricot oil and mix well.
Cover & seal with aluminum foil and cook on burning charcoal for 25-30 minutes.






"
Recipe 949,"Honey, Salt, Black pepper, Butter, Garlic, boiled as packs instructions, Red chilli","
In bowl,add mayonnaise,sriracha sauce,honey,sweet chili sauce,lemon juice,mix well & set aside.
In bowl,add chicken,salt,black pepper crushed,onion powder,paprika powder,mix well and marinate for 30 minutes.
In wok,add butter,cooking oil and let it melt.
Add garlic and mix well.
Now add marinated chicken,mix well until changes color and cook until tender (15-20 minutes).
Add boiled spaghetti and give it a good mix.
Turn off the flame,add prepared sauce and mix well.
Garnish with fresh parsley,red chilli crushed & serve!








"
Recipe 950,"Yogurt, Ginger garlic paste, Yellow food color, optional, Cumin seeds, Cloves, Black cardamom, Green cardamom, Cinnamon sticks, Black peppercorns, Onion, Tomatoes, Ginger garlic paste, Green chilli, Yogurt, Turmeric power, Mace powder, Nutmeg powder, Dried plums, Rice, Yellow food color, Mint leaves, Fresh coriander, Green chilli","
Add cuts on whole chicken & set aside.
In bowl,add yogurt,ginger garlic paste,lahori charga masala,yellow food color,lemon juice,cooking oil and whisk well.
Add whole chicken,rub marination evenly and marinate for 3-4 hours in refrigerator.
In pot,add boiling water,place steam rack and marinated chicken,cover and steam cook on low flame for 30-35 minutes.
In wok,heat cooking oil and fry charga on medium flame from both sides until golden brown.
In frying pan,add ghee and let it melt.
Add cumin seeds,cloves,black cardamom,green cardamom,cinnamon sticks,black peppercorns and mix.
Add onion and fry until golden brown.
Add tomatoes and mix.
Add ginger garlic paste,green chilli and mix well.
Add yogurt and mix well.
Add lahori charga masala,turmeric powder,mace powder,nutmeg powder,dried plums,mix well and cook for 2-3 minutes.
In pot,add prepared gravy,boiled rice,yellow food color,mint leaves,fresh coriander,green chillies,fried charga,cover and simmer on low flame for 8-10 minutes & serve!















"
Recipe 951,"Potatoes, White pepper powder, Black pepper powder, Salt","
In chopper,add bread slices,chop well & set aside.
In bowl,grate potatoes with the help of the garter.
Now add grinded bread,white pepper powder,black pepper powder,chicken powder,salt,cornflour and mix until well combined.
Grease hands with oil,take a mixture and make a dough.
Take a small dough,grease working surface with oil and spread small dough with the help of the hands.
Cut into round shape with the help of the cutter,dip straw in cornflour and make eyes by using straw and use spoon to make a smile & refrigerator for 30 minutes (makes 19-20).
In wok,add corn oil,heat it and fry potato smileys on medium flame until golden brown.









"
Recipe 952,"Green chilli, Onion, Fresh coriander, Ginger garlic paste, Red chili powder, Salt, Cumin powder, Egg, Potato, Salt, Red chili, Rice, regular, Eggs, Black pepper, Salt, Fresh coriander, Allpurpose flour, Water, Sesame seeds, Butter, Allpurpose flour, Milk, Garlic powder, Salt, Yellow food color, optional","
In chopper,add chicken boneless cubes,green chilli,fried onion,fresh coriander,ginger garlic paste,red chili powder,salt,cumin powder,bread slices,egg and chop well.
Grease hands with oil,take a mixture and make ball,make a hole,add cheddar cheese and make balls of equal sizes (makes 4).
In frying pan,add heat cooking oil and fry balls on low flame until golden brown.
In bowl,add grate potatoes with the help of the grater.
Add salt,chicken powder,red chili crushed,mix well & set aside.
In bowl,add boiled rice,eggs,black pepper crushed,salt,fresh coriander,mayonnaise,mix well & set aside.
On working table,spread cling film,add & spread rice mixture,place fried ball and coat properly by folding cling film.
Grease hand with oil and press the ball properly & set aside.
On cling film,add & spread potato mixture,place rice coated ball and coat properly by folding cling film and freeze for 10 minutes.
In bowl,add all-purpose flour,water,whisk well & set aside.
In bowl,add breadcrumbs,sesame seeds and mix well.
Now dip coated balls in all-purpose flour mixture and coat in breadcrumbs then again dip all-purpose flour mixture then again coat in breadcrumbs.
In wok,heat cooking oil and fry on medium low flame until golden brown.
In saucepan,add butter and let it melt.
Add all-purpose flour and mix well for a minute.
Add milk and mix well.
Add cheddar cheese cubes and cook until cheese melts.
Add garlic powder,chicken powder,Cajun powder,salt,mix well and cook until sauce thickens.
Add yellow food color and mix well.
Drizzle cheese sauce over fried ball & serve!
 




















"
Recipe 953,"Onion, Allpurpose flour, Cumin seeds, Red chilli powder, Salt, Egg, Water, Allpurpose flour, Chickpeas, Tomato, Onion, Green chilli, Fresh coriander, Cumin seeds, Black salt, Yogurt, Red chilli, Fresh coriander","
In chopper,add manda patti,chop well & set aside.
Peel & cut onion into two halves and separate each ring (layer) & set aside.
In bowl,add all-purpose flour,baking powder,cumin seeds,red chilli powder,salt and mix.
Add egg and gradually add water,whisk until smooth & set aside.
In bowl,add all-purpose flour & set aside.
In separate bowl,add chopped manda patti.
Now coat onion rings in dry all-purpose flour mixture then dip into prepared batter then coat in chopped manda patti.
In wok,heat cooking oil and fry on medium flame until golden brown.
In wok,heat cooking oil and fry aloo tikki on medium flame until golden brown then cut into pieces & set aside.
In bowl,add chickpeas,tomato,onion,green chilli,fresh coriander,cumin seeds,black salt and lemon juice,mix well & set aside.
On onion cup,add aloo tikki pieces,chickpeas mixture,yogurt,khatti meethi chutney,nimco sev,red chilli crushed,fresh coriander & serve!
 












"
Recipe 954,"Sugar, Water, Cardamom powder, Milk, Sugar, Semolina, Cardamom powder, Allpurpose flour, Eggs, Milk","
In frying pan,add sugar and water,mix well and cook until sugar is dissolved.
Add cardamom powder,lemon juice,mix well & set aside.
In bowl,add lukewarm milk,sugar and whisk well.
Add semolina and whisk again.
Add cardamom powder,gradually add all-purpose flour and whisk until well combined.
dd eggs and whisk again.
Gradually add lukewarm milk and whisk until smooth batter is formed.
Add yellow food color and whisk well,cover and rest it for 1 hour.
Add baking soda and whisk again.
In frying pan,add cooking oil and pour prepared batter (approx. ½ cup) and fry from both sides until golden brown.
In sugar syrup,add prepared malpuras and soak for 10 minutes.
Garnish with cream,almonds and pistachios & serve!












"
Recipe 955,"Onion, Cumin seeds, Star anise, Cinnamon sticks, Bay leaves, Black cardamom, Green cardamom, Cloves, Black peppercorns, Ginger garlic paste, Turmeric powder, Salt, Water, Tomatoes, Red chilli powder, Coriander powder, Fennel seeds, Dried plums, Yogurt, Mint leaves, Fresh coriander, Green chilli, Rice, Water, Yellow food color","
In pot,add cooking oil,onion and fry until golden & reserve half for later use.
Add cumin seeds,star anise,cinnamon sticks,bay leaves,black cardamom,green cardamom,cloves,black peppercorns and mix.
Add desi chicken and mix well until changes color.
Add ginger garlic paste,turmeric powder,salt,mix well and cook for 5 minutes.
Add water and mix,bring it boil,cover and cook on medium low flame until tender (25-35 minutes) then cook on high fame until oil separates.
Add tomatoes and mix well.
Add red chilli powder,coriander powder,fennel seeds,garam masala powder,dried plums,lemon juice, mix well and cook until tomatoes are soft.
Add yogurt and mix well.
Add mint leaves,fresh coriander,green chillies and mix well.
Take out half quantity of chicken gravy for layering & set aside.
Add fresh coriander & mint leaves,fried onion,half quantity of boiled rice,chicken gravy,fresh coriander & mint leaves,fried onion and remaining boiled rice.
In water,add yellow food color and mix well.
Add dissolve food color and fried onion,cover and steam cook on low flame for 8-10 minutes & serve!













"
Recipe 956,"Tomatoes, Mustard oil, Ridge gourd, Green chilli, Mustard oil, Cumin seeds, Nigella seeds, Mustard seeds, Curry leaves, Ginger garlic paste, Onion, Salt, Red chilli powder, Turmeric powder, Dried fenugreek leaves","
In grinder,add tomatoes and grind well & set aside.
In bowl,add achar gosht masala,mustard oil,lemon juice and mix well.
Peel ridge gourd and cut into three pieces,slit from the center & stuffed with prepared achar masala.
Slid green chillies and stuffed with prepared achar masala & set aside.
In wok,add mustard oil and bring it to smoke,add cumin seeds,nigella seeds,mustard seeds,dried red chilli and mix.
Add curry leaves,ginger garlic paste and mix well.
Add onion and fry until translucent.
Add grinded tomato and mix well.
Add salt,red chilli powder,turmeric powder,garam masala powder,mix well and cook until oil separates.
Now add stuffed ridge gourd,cover and cook on low flame for 20-25 minutes.
Add stuffed green chillies,dried fenugreek leaves,cover and simmer on low flame for 4-5 minutes & serve!
 












"
Recipe 957,"Egg, Garlic, Salt, Black pepper powder, Allpurpose flour, Onion, Capsicum, Cashew nuts, Garlic, Ginger, Red chilli, Sugar, Black pepper powder, Salt, Water, Green onion, Sesame seeds","
In bowl,add chicken strips,egg,garlic,salt,black pepper powder,soy sauce,chicken powder and mix well,cover and marinate for 30 minutes.
Add all-purpose flour,cornflour and mix well.
In frying pan,heat cooking oil and fry chicken until golden brown.
In wok,add cooking oil,onion,capsicum,red bell pepper and stir fry for 1-2 minutes & take out in a bowl.
Add cashew nuts and fry until light golden & take our in a bowl.
In wok,add cooking oil,garlic,ginger and mix well.
Add red chilli crushed and mix well.
Add tomato ketchup,chilli garlic sauce,soy sauce,sugar,black pepper powder,salt and mix well.
Add chicken powder and mix well.
In water,add corn flour and whisk well.
Now add dissolve cornflour and mix well.
Add stir fried vegetables,fried cashew nuts and give it a good mix.
Add green onion leaves,sesame seeds & serve!













"
Recipe 958,"Chickpeas, Garlic, Salt, Water, Black pepper, Garlic powder, Salt, Coriander powder, Turmeric powder, Tomato, Cucumber","
In blender jar,add chickpeas,garlic,tahini paste,salt,lemon juice and blend.
Gradually add olive oil and blend again.
Add water and blend to make a paste & set aside.
In small jar,add paprika powder,chicken powder,black pepper crushed,garlic powder,garam masala powder,salt,coriander powder,turmeric powder and shake well.
On chicken fillets,spinkle prepared spice mix and rub evenly on both sides.
Add lemon juice and marinate for 15-20 minutes.
On grill pan,add olive oil and cook marinated chicken fillets from both sides until done (approx. 4-5 minutes each side) then cut into pieces.
On tortilla/chapati,add & spread hummus,paprika powder,cooked chicken pieces,ice berg, tomato, cucumber,wrap & serve! (Makes 4)









"
Recipe 959,"Tomatoes, Jaggery, Tamarind pulp, Kashmiri red chilli, Salt, red chilli powder, Black salt, Cumin powder, Black salt, Dried ginger powder, Water, Onion, Garlic, Green chillies, Button red chillies, Tomatoes, Salt, Cumin powder, Red chilli powder, Water, Garlic, Cumin seeds, Curry leaves","
In pot,add tomatoes,jaggery,tamarind pulp,Kashmiri red chilli powder,salt,red chilli powder,black salt, cumin powder,dried ginger powder and water,mix well and bring it to boil,cover and cook on low flame for 12-15 minutes.
Let it cool down.
In blender jar,add cooked tomato mixture and blend well.
Can be stored in refrigerator for up to 1 week.
In wok,add cooking oil,onion and fry until translucent & take out in a bowl.
In wok,add garlic,green chillies,button red chilies and fry for 1 minute & take out in a bowl.
In wok,add tomatoes and cook for 1-2 minutes.
Add salt,cumin powder,red chilli powder and mix well.
Add water,mix well and cook for 2-3 minutes.
Let it cool down.
In blender jar,add onion&garlic mixture,cooked tomato mixture,boiled water and blend well.
In frying pan,add cooking oil,garlic and fry until light golden.
Add cumin seeds,curry leaves and mix well.
Pout tadka in blended tomato chutney and mix well.
Can be stored in refrigerator for up to 1 week.















"
